tweet,existence
Mountain Vs. Valley Temps Stretch Apart With Climate Change http://bit.ly/9bDfVR,1
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://bit.ly/bRHMYi IPSAmazon",1
"Global warming report urges governments to act|BRUSSELS, Belgium (AP) - The world faces increased hunger and .. http://oohja.com/xbQhb",1
Arctic rain in April 'is sign of global warming'|The Canadian Arctic has been hit by rain in a sign that the .. http://oohja.com/xbPDv,1
Arctic rain in April 'is sign of global warming'|The Canadian Arctic has been hit by rain in a sign that the .. http://oohja.com/xbPyL,1
RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,1
"Microbes Contribute Less to Global Warming|New Haven, Conn. .. http://oohja.com/xbO0z",1
"Microbes Contribute Less to Global Warming|New Haven, Conn. .. http://oohja.com/xbNVU",1
South Asian nations to fight climate change: Foreign ministers of eight South Asian nations met in this secluded H... http://bit.ly/cE3hoX,1
"Climate change increases heat waves, floods|WASHINGTON (Reuters) - Deaths from heat waves, property damage from .. http://oohja.com/xbNDn",1
James Hansen & Heather Rogers - Green Gone Wrong: False Hope & Real Solutions to Climate Change - 7pm 4/30 @Demos_Org http://bit.ly/djxvhd,1
I LOVE FROG's LEAP!!!! Seriously. RT @grist: What climate change means for the wine industry (via @theclimatedesk) http://bit.ly/9I4FGp,1
Report: Save the Whales and They'll Save Us from Global Warming http://tinyurl.com/3y6j4cj,1
RT @indiaenvportal: The contribution of organic agriculture to climate change mitigation http://www.environmentportal.in/node/304091,1
Arctic Beauty in Black and White: Alaska Before the Effects of Global Warming [Slide Show]:  Toward the end of Wor... http://bit.ly/a22gQ2,1
"#EPA report documents ""very real"" impacts from #climate change in 22 of 24 indicators studied: http://ht.ly/1DN9o #energy /via @matt_weiser",1
#Canadian #CEOs more keen on #green than global counterparts; preparing for impacts of climate change...http://bit.ly/bgxOba,1
RT @carbonmarket: Ask the G8 & G20 to support #biochar. Fight climate change & food shortage! Check this HuffPo post: http://huff.to/d0Ejgu,1
RT @christellar: Whale DooDoo could help fight #climate change? Sure! Why not!? http://bit.ly/9jWcCB [via @Earth_News],1
Global warming science good news - Soils release less carbon than though as world warms: http://bit.ly/bM3We6,1
"So it*s April 27th, Phoenix has 90•_Á weather & it might snow in New York today.. Hmmmm.. Global warming MUCH !",1
"Higher temperature, sea level due to global warming|KUALA LUMPUR: Malaysia's average temperature has risen by 1.1 .. http://oohja.com/xbKOm",1
"Higher temperature, sea level due to global warming|KUALA LUMPUR: Malaysia's average temperature has risen by 1.1 .. http://oohja.com/xbKLB",1
West Mediterranean countries unite on climate change (AFP) http://nxy.in/jiyiz,1
Cleaner Air Could Speed Global Warming|Hugh Pickens writes \Scientists estimate that the US Clean Air Act has cut .. http://oohja.com/xbK49,1
"3,000 Businesses Create New Ad for Climate Change Action http://bit.ly/9KFTB6",1
"Person #1:""Snow, then 65 degrees on the same day? Weather doesn't even surprise me anymore."" Person #2:""That's why global warming will win.""",1
Just heard an interesting report on report on understanding climate change/climate variability influence on human evolution and dispersal,1
RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,1
RT @jerryjamesstone: Alaska Before the Effects of Global Warming [pics]: http://digg.com/d31PUXt?t,1
New blog post: Mandating energy benchmarking: The next step for cities in addressing #climate change? http://bit.ly/8Zztmt,1
RealDocWatson on global warming: Go to Antarctica and stake a claim now! It will be like Florida in a few years!,1
How much trouble does global warming mean for agriculture? Just ask the wine industry. http://theclimatedesk.org/articles/grapes-wrath,1
Arctic Beauty in Black and White: Alaska Before the Effects of Global Warming [Slide Show] http://bit.ly/aJHKwp,1
"Climate Change: From Paris to the Alps, European Places in Peril (photos) http://bit.ly/cjYBQp",1
How Climate Change Will Change The Electoral Map: The National Oceanic and Atmospheric Administration isn't known ... http://bit.ly/buHIW1,1
"M Report: Cleaner Air Could Actually Intensify Global Warming: As much of the world marked Earth Day this past week, the Environmental...",1
RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,1
"Global warming is a threat, after all|Tim Blair rounds up the latest news from the wild frontiers of global .. http://oohja.com/xbD6G",1
Kuna Indians Prepare For Relocation As Traditional Homes Sink Due To Climate Change http://bit.ly/cEs5qN by @indigenousissue,1
"How Global Warming Is Killing California's Wine Buzz: Dr. Kimberley Cahill presented on ""Climate Change in Califor... http://bit.ly/aocBUG",1
RT @uncajoe: uncajoe: PLZ RT & #Digg Climate Of Hate: The Politics Of Climate Change Denial: As H... http://bit.ly/cgBtsy ( #p2 #du1 #pgn ),1
"GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. http://oohja.com/xbBeK",1
"GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. http://oohja.com/xbBaT",1
Ski resorts fight global warming|SALT LAKE CITY (AP) ? Ski resorts across the U.S. are using this Thanksgiving .. http://oohja.com/xbycu,1
Ski resorts fight global warming|SALT LAKE CITY (AP) ? Ski resorts across the U.S. are using this Thanksgiving .. http://oohja.com/xby9R,1
"Bats, Birds and Lizards Can Fight Climate Change By Eating Insects: Birds, bats and lizards may play an important... http://huff.to/9a6b7C",1
RT @indiaenvportal: Make IT green: cloud computing and its contribution to climate change  http://www.environmentportal.in/node/302549,1
RT @HeidiAmes: Climate change favors invasive species over indigenous ones. 30% of plants Thoreau saw are now extinct. http://j.mp/bbjysn,1
scary RT @ClimateProject Climate change altering U.S. seasons: Spring 10 days early: http://ow.ly/1BphQ #climate,1
RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,1
MediaGlobal report on special Tipping Point Earth Day event: Science and art mobilize to fight climate change http://shar.es/m7N1X,1
"a review of yesterday's discussions: http://bit.ly/a7YnV2 Science and art mobilize to fight climate change, by Rebekah Mintzer",1
Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,1
Combating climate change: lessons from the world's indigenous peoples: When I arrived at the United Nations climat... http://bit.ly/aYcViw,1
GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... http://kin6q.tk GECKO,1
"China: The Key To Fixing Global Warming|With rapid expansion comes sizable environmental impact, so the world's .. http://oohja.com/xbr8g",1
"China: The Key To Fixing Global Warming|With rapid expansion comes sizable environmental impact, so the world's .. http://oohja.com/xbr3M",1
Now on PBS: Going Green New York: Examining how New Yorkers are confronting climate change Check local listings http://ow.ly/1BvA8,1
Official NASA Report: Sun Causes Climate Change:  http://bit.ly/csJwrh (FTSN Social),1
RT @sciam: Impacts of Climate Change Extend to Human Health http://bit.ly/aZbBoW,1
Impacts of Climate Change Extend to Human Health http://bit.ly/aZbBoW,1
The good news about the very bad news (about climate change) by Rebecca Solnit http://bit.ly/cUKQVi,1
GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... http://qd6yo.tk GECKO,1
"Natural variability does not explain global warming, climate scientists tell popular TV meteorologist http://bit.ly/9UUCej #climate #agw",1
Rebecca Solnit: 350 Degrees of Inseparability: The Good News About the Very Bad News (About Climate Change) http://bit.ly/9dOTC6,1
"Watch video: Climate change threatens sacred Tibetan mountain, including land known as Shangri-La http://bit.ly/aN1srk #earthday",1
African Meteorology Services Gear Up for Climate Change. (america.gov) #IRI http://bit.ly/aakK70,1
Economists Say Climate Change Is Bad For Economy http://ow.ly/1BQTj #earthday,1
Economists Say Climate Change Is Bad For Economy http://ow.ly/1BQG2 #earthday,1
Report: Allergy Season to Get Worse with Climate Change (Time.com) http://nxy.in/k9oox,1
Don•À_t Kill Bill •À_ Save the Climate Change Accountability Act! http://trim.li/nk/1GB8 via @WiretapMagazine,1
RT @Oxfam #Climate change makes farmers & pastoralists in #Ethiopia increasingly vulnerable http://bit.ly/alhpwN #earthday,1
"Denis Hayes, founder of Earth Day, compares global climate change to Irish Famine (IrishCentral) News Weather Politics http://bit.ly/9XCuA1",1
RT @Oxfam: #Climate change makes farmers & pastoralists in #Ethiopia increasingly vulnerable http://bit.ly/alhpwN #earthday,1
"ITS #EARTHDAY!!! Be aware of what you consume, waste, & how you treat this place. we only have 1 & as we can see global warming is in effect",1
Earth Day: Ben Verwaayen on what we're doing to curb climate change http://bit.ly/a3hgA3 #Green #EarthDay (via @Alcatel_Lucent),1
HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report http://bit.ly/btYoHc,1
HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report http://bit.ly/btYoHc,1
HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report http://url4.eu/2r22O,1
HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report http://url4.eu/2r22Y,1
GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... http://5vj09.tk GECKO,1
10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention biofuel... http://bit.ly/a3CGvV,1
Climate change could raise cost of U.S. allergies (Reuters) http://nxy.in/412x6,1
Treating Climate Change as a Curable Disease: Bioethicists and international law experts met in Asilomar later las... http://bit.ly/bIA0k6,1
well this is just crazy: Coal CEO Calls Mine Safety Rules 'As Silly As Global Warming' http://bit.ly/aJTn26,1
Military leads fight against climate change http://z3igz.tk EnvNewsNet,1
"Military leads fight against climate change: The U.S. military, the government's largest fuel buyer, is leading th... http://bit.ly/cGv0Fi",1
10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention biofuel... http://bit.ly/doKgfh,1
Swedish expert says CO2 is not the main cause of global warming|Swedish climate expert Dr. Fred Goldberg has said .. http://oohja.com/xbo5q,1
Fighting poverty and global warming in Africa http://goo.gl/fb/Shq49 #energy,1
RT @greenforyou: Treating Climate Change as a Curable Disease | Wired Science | Wired.com #green http://bit.ly/bPm7kx #ESG #sustainability,1
http://bit.ly/azDu0 It's time to tackle climate change through wind energy http://bit.ly/cCB87D,1
Thursday on PBS: Going Green New York: Examining how New Yorkers are confronting climate change Check local listings http://ow.ly/1BvA8,1
"UN •À_ Only Global Cooperation Can Prevent Runaway Climate Change, Secretary •À_: The United Nations seeks dialogue, i... http://bit.ly/9sLEvH",1
Carbon offsets: How a Vatican forest failed to reduce global warming http://bit.ly/aKb76i,1
"rt @democracy_now ""Most Important Event in Struggle Against Climate Change"" - Nigerian Environmentalist Nnimmo Bassey http://bit.ly/beV0W0",1
Report identifies 11 diseases & health issues affctd by climate change. Once u inclde mental health evrything's @ stake http://bit.ly/apYoIc,1
For Earth Day: Resources on coping with climate change: http://tinyurl.com/2cck5xd,1
Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle http://bit.ly/bJsszY,1
Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle http://bit.ly/bJsszY,1
"Fedele Bauccio: Combating Climate Change One Meal at a Time: This week, Americans will celebrate the 40th anniver... http://huff.to/9W7JPn",1
"RT @egeemnz @mrdannyglover i support world people's conf on climate change in cochabamba,bolivia.watch live http://cmpcc.org",1
Barrett: better to have lots of small protocols on climate change than pushing for one comprehensive one,1
Topography of mountains could complicate rates of global warming http://bit.ly/cA5Bom,1
"RT @mrdannyglover i support the world people's conference on climate change in cochabamba, bolivia. watch live now at http://cmpcc.org",1
"Many global issues require universal co-operation to address e.g. smallpox, ozone layer, climate change",1
"RT @hereisawayjose Bolivia President on Global Warming http://su.pr/2YY1Lc ""Main cause of Earth destruction is capitalism"" #Green #EarthDay",1
URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change http://goo.gl/fb/zOgmE #cleantech,1
URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change http://url4.eu/2pBxm,1
URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change http://url4.eu/2pBxr,1
Carbon offsets: How a Vatican forest failed to reduce global warming http://url4.eu/2pAAi,1
Carbon offsets: How a Vatican forest failed to reduce global warming http://url4.eu/2pAAt,1
Ethiopia: Climate Change Increasing Poverty And Vulnerability http://bit.ly/9Vlo8s #africa #solar,1
Ethiopia: Climate Change Increasing Poverty And Vulnerability: Small-scale farmers and pastoralists i... http://tinyurl.com/yystbl4 #Africa,1
"RT @democracy_now: ""The Most Important Event in the Struggle Against Climate Change"" - Nigerian Environmentalist Nnimmo Bassey on •À_ http://bit.ly/beV0W0",1
"""The Most Important Event in the Struggle Against Climate Change"" - Nigerian Environmentalist Nnimmo Bassey on •À_ http://bit.ly/beV0W0",1
RT @sejorg: RT @JaymiHeimbuch: Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle http://bit.ly/bKlU4H,1
RT @energysection: Backgrounder: China's major policies to tackle climate change since year 2000.. http://bit.ly/bTZpff #chinagreen,1
"UW biologist links early blooms to global warming|Associated Press - April 21, 2010 6:15 AM ET STEVENS POINT, .. http://oohja.com/xbiVi",1
"UW biologist links early blooms to global warming|Associated Press - April 21, 2010 6:15 AM ET STEVENS POINT, .. http://oohja.com/xbiRQ",1
Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. http://oohja.com/xbhWq,1
Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. http://oohja.com/xbhVZ,1
Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. http://oohja.com/xbhRx,1
Will Global Warming Make Iceland's Volcanoes Angry?|Melting glaciers around the world could trigger a global .. http://oohja.com/xbhkY,1
Will Global Warming Make Iceland's Volcanoes Angry?|Melting glaciers around the world could trigger a global .. http://oohja.com/xbhgq,1
"Climate Change: Could NYC Get Katrina-Like Flood in a Warmer, Wetter Future? - Sea Level Rise of 2 Feet in 70yrs http://twurl.nl/kuge4f",1
Climate Change: Geologists Drill Into Antarctica & Find Troubling Signs 4 Ice Sheets' Future •À_  Melt Could Come FAST http://twurl.nl/ioewyh,1
RT @rubberstamprosk: RT @MotherJones: Yet another gift from global warming: increased allergy attacks http://bit.ly/9o8F9y #p2 ||@JoyVBehar,1
Africa: Time Bomb Awaiting Africa: THERE is no doubt that climate change as an environmental issue ha... http://tinyurl.com/y3z9q2k #Africa,1
Buying carbon offsets may ease eco-guilt but not global warming: http://j.mp/necir http://www.csmonitor.com/carbonoffsets http://j.mp/aonX07,1
"RT @Qorianka: All Eyes on #Cochabamba Those alrdy suffering from global warming 'll havechancetospeakout"" http://is.gd/bwrfQ #cmpcc",1
"RT @EcoSteward: This #EcoMonday, @InvasiveNotes discussion of climate change and invasive species recommended: http://bit.ly/a0re9B",1
On ocean floor populations of organisms despite little oxygen. global warming cause oxygen depletion&reduce biodiversityhttp://bit.ly/b7NUDJ,1
Join us for a discussion on Earth Day 4/22: Climate Change & Food Security - Irreversible Destiny? http://bit.ly/8XvRNS (also live webcast!),1
RT @NWF: New York City's new waterfront plan will take climate change into consideration: http://bit.ly/9ASqdR,1
Pat Mooney on the Dangers of Geoengineering and Manipulating the Planet to Combat Climate Change http://bit.ly/b93A5l,1
Seasonal Allergies Getting Worse From Climate Change http://url4.eu/2mhrI,1
"Just because I believe in global warming, peeps thinks I should believe in god instead. Why??",1
Seasonal Allergies Getting Worse From Climate Change http://bit.ly/cy7Jc8,1
Seasonal Allergies Getting Worse From Climate Change http://bit.ly/cy7Jc8,1
@Zener39 I advise everyone who thinks global warming is dead to buy oceanfront property and live there.  See ya!,1
"Global Warming, Melting Ice Caps Could Help Trigger More Volcanic Eruptions http://bit.ly/aUBHb3",1
"Mary Ellen Harte and John Harte: Addressing Climate Change: Winning the War on Sustainability: At its heart, clim... http://huff.to/cI7Rik",1
RT @Drudge_Report: STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... http://drudge.tw/cYgyix,1
"Increasingly, corporations are concluding climate change is real. Betting on Climate Change | Wired.com http://j.mp/aaUM2W",1
"Right on! Richard Branson's #EarthDay message 2 biz ""Get ur house in order.Fight global warming!#green #eco http://bit.ly/aqJi4L -Plez RT",1
[#Meat-Wise]  Cynthia Bateman on Meat-Wise Monday: How Animal Agriculture Makes Global Warming Worse http://bit.ly/9c04zs,1
"Global Warming, Melting Ice Caps Could Help Trigger More Volcanic Eruptions http://bit.ly/aUBHb3",1
STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... http://bit.ly/adhL7L #breaking,1
"Global warming, melting ice caps could trigger more volcanic eruptions: http://bit.ly/b4JVwb",1
@LilFerret hey! We came up with all kinds of ideas for fixing global warming! Loved my Environmentalism class. *sighs*,1
An Overview of the Green Car Revolution | Going Green: The increasing awareness about the threat of global warming... http://bit.ly/doQ3i5,1
Southern Africa: Competing for Limpopo Water: Climate change will bring higher temperatures to Southe... http://tinyurl.com/y7q29uk #Africa,1
"2nd eruption of Hekla in Iceland. Let's call 2010, the year the Earth struck back. ""This is for global warming and THIS is for oil spills!""",1
RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) http://bit.ly/b8aJbG,1
"RT @EpiscopalRelief: Bishop Lane, #Episcopal Dio of #Maine: Climate change most important issue of our time - #Bangor Daily Nws http://bit.ly/cwy6b3 via @addthis",1
RT @TreeHugger: In case you were wondering: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/dlvKNq,1
"Cool it, global warming is bad enough without you heating things up.|In the interest of honest discussion, can we .. http://oohja.com/xb9Ck",1
RT @InvasiveNotes: RT @RareWildlifeGuy: Climate change: Migration patterns have changed for 20 billion birds:   http://bit.ly/byeIQM,1
RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) http://bit.ly/b8aJbG,1
Volcanic ash cloud: Global warming may trigger more volcanoes|Climate change could spark more ''hazardous'' .. http://oohja.com/xb8ws,1
Volcanic ash cloud: Global warming may trigger more volcanoes|Climate change could spark more ''hazardous'' .. http://oohja.com/xb8s2,1
Just briefed on global cooling & volcanoes via @abc But I wonder ... if it gets to the stratosphere can it slow/improve global warming??,1
Climate Change-ing your Allergies http://bit.ly/d3bTo0 (NRDC),1
RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) http://bit.ly/b8aJbG,1
"Obama says China can't 'wait' on climate change: Sydney (AFP) April 15, 2010 - US President Barack Obama on Thursd... http://bit.ly/cbVER7",1
RT @beckbasher: RT @IanDavidB: RT @Shoq: CLIMATE CHANGE DENIERS: Bobby Jindal mocked volcano warnings. Read the papers lately? Start thinking for yourselves,1
RT @TEDNews: Cara Mertes at #tedxvolcano: We're all stranded this weekend. And we're getting a sneak preview of climate change. We have to adapt.,1
"Larry Brilliant at #TEDxVolcano: ""We have to fight for science; the single most important thing we face is climate change"" #socmedia @enviro",1
"Larry Brilliant at TEDxVolcano: ""We have to fight for science; the single most important thing we face is climate change"" #socent #green",1
"Damn man that ash cloud in Europe is crazy, they say due to global warming with the volcano activating,getting crazy",1
RT @TEDNews: Larry Brilliant at #tedxvolcano: Climate change is exacerbating all other crises of our age. But climate science is now under attack.,1
RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) http://bit.ly/b8aJbG,1
"Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. http://oohja.com/xb62Q",1
Global Warming Causes Volcano Eruptions -- By: Jonah Goldberg: From Reuters: OSLO (Reuters) - A thaw of Iceland's... http://bit.ly/dqvsYV,1
"Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. http://oohja.com/xb60z",1
RT @Climates_Change: Bring Indigenous Voices into the Conversation About Climate Change http://bit.ly/bbP0gG,1
"Climate Change & Volcanic Activity: ""Ice Cap Thaw May Awaken Icelandic Volcanoes http://twurl.nl/f0aqb3",1
•À_No Rain in the Amazon: How South America•À_s Climate Change Affects Entire Planet•À_ -Interview of Nikolas Kozloff (vid) http://twurl.nl/asgkwk,1
Climate Change: Places To See Before They Disappear•À_The Americas (Photos) http://bit.ly/b8aJbG,1
"RT @bruces *Hmmm, they rather buried the lede here: Iceland glaciers melt from global warming, then volcanoes go off: http://bit.ly/anoudi",1
"Not sure if this is consensus, but: scientist warns climate change will lead to more volcano crises due to melting ice. http://bit.ly/9ELCjd",1
Wishing I was in Cochabamba at the People's World Conference on Climate Change and the Rights of Mother Earth @boliviaun,1
I feel that already RT @organicnewyork Climate change making seasonal allergies worse. Near-record highs this Spring http://bit.ly/d5DMi6,1
RT @organicnewyork: Climate change making seasonal allergies worse.  Near-record highs this Spring.  http://bit.ly/d5DMi6,1
Like Icelandic volcanic eruptions disrupting your air travel? Climate change = glacier thaw = more of it. http://bit.ly/aJOZGb (via @mims),1
"Climate Change is Making You Sneeze: http://bit.ly/c3YVMW The Eco-Sexy Solution? Nettle Root tincture, baby!",1
ENVIRONMENT: Climate of change: From something as simple as reminding computer users to power down when not workin... http://bit.ly/duQAk9,1
"Professor?s Perspective: Reasons to be Concerned about Climate Change|Spring in Connecticut brings renewal, .. http://oohja.com/xaZEP",1
The need to switch to renewable energy|Climate scientists have long warned us that global warming is accelerating .. http://oohja.com/xaZAj,1
The need to switch to renewable energy|Climate scientists have long warned us that global warming is accelerating .. http://oohja.com/xaZzN,1
"Climate Change culprit for ""Off-the-Charts"" Pollen Counts... http://bit.ly/biteQA",1
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level http://bit.ly/97DPXg,1
Allergy Season To Worsen With Climate Change: Report: A new report released on Wednesday by the National Wildlife... http://huff.to/9ipDju,1
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level http://bit.ly/97DPXg,1
"Author Nikolas Kozloff on ""No Rain in the Amazon: How South America's Climate Change Affects the Entire Planet"" http://bit.ly/cKs5dW",1
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level http://url4.eu/2heiW,1
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level http://url4.eu/2heip,1
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level http://goo.gl/fb/hKvfY #cleantech,1
How do we solve this global warming thing? http://url4.eu/2hdT2,1
How do we solve this global warming thing? http://url4.eu/2hdSo,1
Report: Allergy Season to Get Worse with Climate Change (Time.com) http://nxy.in/h4e3z,1
Cute. I mention global warming and a denialist sends me a link to a Finnish newspaper article purportedly refuting it.,1
Is nationalizing the energy industry necessary to fight global warming?  http://bit.ly/9AEI0k,1
Blog|A preliminary analysis suggests that natural gas could contribute far more to global warming than previously .. http://oohja.com/xaW3l,1
Iceland volcano not likely to slow global warming|A vast cloud from an intensifying volcanic eruption in Iceland .. http://oohja.com/xaVgV,1
Iceland volcano not likely to slow global warming|A vast cloud from an intensifying volcanic eruption in Iceland .. http://oohja.com/xaVcb,1
reading from @time Allergies Worse Than Ever? Blame Global Warming http://bit.ly/9QVt5w,1
The $6BN REDD+ forest conservation partnership to curb climate change leaves on env'l groups & indigenous populations. http://bit.ly/9bbuoO,1
"2/3rds of Tbaggers don't think climate change is a serious problem. As I said, they're ignorant.",1
Missing' heat may affect future climate change http://bit.ly/diXzNL #environment #eco,1
Climate Change - Building a Green Economy http://bit.ly/bzJACi,1
Climate change threatening Glacier National Park and Montana's economy - Examiner.com http://bit.ly/bN869t,1
New York: Climate change could raise cost of allergies http://newyork.cityandpress.com/2010/04/15/climate-change-could-raise-cost-allergies,1
Ecotone: #Climate change from a #population perspective http://ow.ly/1yNlN #cities #environment (via @argus27),1
Climate change blamed as coastal whale migration dwindles •À_ Ventura County.. http://retwt.me/1MPSj (via @PlanetSantaBarb),1
"Think your allergies are bad now? Wait until climate change kicks in, Michig.. http://retwt.me/1MPQX (via @greenmichigan)",1
Exclusive: Climate change could raise cost of U.S. allergies| Reuters http://retwt.me/1MPF2 (via @healthfreaks),1
Kenya: Extreme Weather Tests Pastoralist Perceptions: The effects of climate change - such as drought... http://tinyurl.com/yyupfmh #Africa,1
"Climate Change is Not Just About the Climate, it is About Our Lives : TreeHugger http://retwt.me/1MPhx (via @paulo_one)",1
All 30 Major League Baseball Teams Throw Curve to Climate Change Deniers http://bit.ly/cywGTN,1
Climate Change - 100 Endangered Places and How to Save Them - Newsweek http://retwt.me/1MODN (via @tweeterism),1
Tip of the Day: Plant One Tree on your Birthday - Plants absorb CO2 which helps reduce Global Warming.,1
"Green:Net: How the Internet, Computing Can Fight Climate Change http://bit.ly/9exozj",1
"Green:Net: How the Internet, Computing Can Fight Climate Change: The Internet, software, computing... http://bit.ly/9exozj (Via @inhabitat)",1
Leaked U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change http://retwt.me/1MOhG (via @planetprison3r),1
Climate Change - 100 Endangered Places and How to Save Them - Newsweek http://ff.im/-iVsBt,1
Reinvent Cities to Stop Climate Change http://retwt.me/1MO9d (via @reenymal),1
Climate Change Continues To Melt Glacier National Park's Icons | National P.. http://retwt.me/1MNUL (via @nat_parks_news),1
Climate Change - 100 Endangered Places and How to Save Them - Newsweek http://retwt.me/1MNMY (via @meganurupo),1
Climate Change - 100 Endangered Places and How to Save Them - Newsweek http://retwt.me/1MNC2 (via @stevegeritano),1
Abu Dhabi faces climate change flood threat - expert - Culture & Society - Arabia.. http://retwt.me/1MNjF (via @zaqzaqat),1
"China active, serious in tackling climate change, says vice president | Humani.. http://retwt.me/1MN3W (via @NewsOnGreen)",1
"You and Us and Me - China active, serious in tackling climate change, says vic.. http://retwt.me/1MN3p (via @NewsOnGreen)",1
Study: SE Asia will be hit hard by climate change http://retwt.me/1MN2w (via @cuddlendance),1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 27,1
Obama: China Must Act Soon on Climate Change http://bit.ly/b6vhX2,1
"If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth http://bit.ly/afdSTy",1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 28,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 29,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 30,1
Demand Congress take action on climate change. Pls sign the petition. http://bit.ly/9tnK2S,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 31,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 32,1
Carbon Age is killing us. Climate change legislation now: http://action.sierraclub.org/site/MessageViewer?em_id=173961.0,1
Obama says in TV interview that 'we can't allow China to wait' on tackling climate change http://bit.ly/b9XdIz,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 33,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 34,1
Government Claims Global Warming May Cause Cancer http://bit.ly/cbPJhu,1
Protect Wildlife Habitat from Climate Change: http://www.thepetitionsite.com/takeaction/820159630,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 35,1
Plan B: California Braces for Climate Change http://bit.ly/99dwDO,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 36,1
Nine scenarios for imminent apocalypse•À_only one is global warming http://j.mp/aYqZO2 (via @rawdawgbuffalo),1
"If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth http://bit.ly/afdSTy",1
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Get Involved! Call now 202-595-3368 Greenpeac... http://bit.ly/cqCzSj,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 7,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 8,1
